;PC1;PC2;PC3;Cluster;Zone
73;-0.9148507939272247;1.7724132660078444;0.7017762850985904;4;Jordanie
74;-0.8517104261888053;-1.1453458169940198;-0.3656454139265517;0;Kirghizistan
75;-2.602851002022396;-1.149362480985487;-0.21667705611064678;3;Kenya
76;-1.7402312956278057;-0.8525136181964185;-0.7014118180703237;0;Cambodge
77;1.9756973841737187;-0.8088748332053748;-0.40225321983260315;2;République de Corée
78;1.792624902538745;0.41093125069655767;1.7862996544526828;1;Koweït
79;2.3384606599136153;-0.2925578673812131;-1.6472653870733187;2;Lettonie
80;-1.2465791738582328;-0.6286878758244628;-0.3465082424634302;0;République démocratique populaire lao
81;-0.37321968346384593;1.115877932135312;-0.3475452687111694;1;Liban
82;-1.579080569192434;0.1548889350596592;-0.9839449870623086;0;Lesotho
83;-2.6003167599624186;2.7430708492214655;1.0717574419462046;4;Libéria
84;3.3624829758753174;-0.4447816774126831;-1.6900698986551304;2;Lituanie
85;3.8977206660446737;-1.444755859894841;2.8611802857780932;2;Chine - RAS de Macao
86;-3.4393049465695897;-0.18306496491653343;0.1984225024264985;3;Madagascar
87;-2.6330889500464076;-0.504412062193369;0.30269576227081574;3;Malawi
88;0.4639924282121454;1.0717591134056865;0.5741896977830073;1;Malaisie
89;-1.2334991255446401;-0.8409339316414698;1.5669310923118944;0;Maldives
90;-1.5794261616445613;-1.4902902399511777;0.4675888695273816;0;Mali
91;2.549677449663911;-0.3605507778709432;-0.00671478208980731;2;Malte
92;-1.1965217255343157;-1.2432891072382175;0.4084307642722452;0;Mauritanie
93;0.9985105488571272;1.3792980527083663;-0.25195824206003553;1;Maurice
94;0.7570094086695038;0.229374645265837;0.060306116633762064;1;Mexique
95;-0.09726290037652265;-1.1139245120239993;-0.27614906687333973;0;Mongolie
96;0.36291092594432267;0.24642852932687517;-0.007006882790123317;1;Maroc
97;-3.4106839022073;0.1159516175893876;0.5281523149491044;3;Mozambique
98;-0.4238055192815039;1.0815062462450677;-1.261747614953743;1;République de Moldova
99;-1.4936850176104317;0.02822179487452354;0.06188841513949412;4;Namibie
100;-1.613139164252636;-1.0717456369662108;-0.528820960414573;0;Népal
101;2.6291431481296748;-1.1401125939532035;-0.08590969836657714;2;Pays-Bas
102;0.608416522081611;0.3069800619020051;-0.9445883829107949;1;Macédoine du Nord
103;-1.5206396080656628;-0.005111903628862915;0.36137977394721676;4;Vanuatu
104;1.5216198764242526;-0.2876824330837603;0.2900496880690299;2;Nouvelle-Zélande
105;-1.2110524596345198;1.5938674458435924;0.006452631198901999;4;Nicaragua
106;-2.6018114970928754;-1.6838936857137696;1.000660036233335;3;Niger
107;-2.6632521784558763;-1.1360016205850099;0.140063629675806;3;Nigéria
108;2.6887307196984285;-1.0781486743049673;0.642617289396876;2;Norvège
109;-1.584155782931487;-0.717541974997494;-0.19504144028843892;0;Pakistan
110;0.35103325712757116;0.44616246071890353;0.7523527782075697;1;Panama
111;1.744304153010823;-0.2873840537819486;-0.3482212152851747;2;Tchéquie
112;-1.4206273662934779;-0.7107435540107835;-0.3715811441906652;0;Papouasie-Nouvelle-Guinée
113;-0.7245845368833701;-0.3876703950691209;-0.41558675398267797;0;Paraguay
114;-0.609112478049979;0.4176824485875172;0.2737832955626796;4;Pérou
115;-1.0153782660169828;0.21482595469084886;-0.3013996234759115;4;Philippines
116;2.3082723536130603;0.15932004084703288;-0.47207451579334014;2;Pologne
117;2.8431671390845863;-0.1846770042325444;-0.6841492054930306;2;Portugal
118;-3.111999305479222;-0.4641745031954832;0.02426958224306229;3;Guinée-Bissau
119;-2.2675521118006863;-0.44131745918609133;-0.2890475299978921;3;Timor-Leste
120;-2.8121705599410998;0.372321417525471;-0.6192301298777929;4;Zimbabwe
121;2.366371218713318;-0.32104917010108414;-1.2200704139623904;2;Roumanie
122;-3.0795046768128964;-0.9415116858146214;0.08612571654020804;3;Rwanda
123;1.7973510132038577;0.017916929703050977;-0.5464400482937539;2;Fédération de Russie
124;0.6535421732273543;1.7691723349536668;0.20952239459519742;1;Saint-Kitts-et-Nevis
125;0.7492132157190177;2.0659112622260336;-0.1048899939504839;1;Sainte-Lucie
126;1.162640686308144;2.963385780466478;0.11622348112203379;1;Saint-Vincent-et-les Grenadines
127;-1.9778853235778657;0.5082174070313619;0.011165067416230502;4;Sao Tomé-et-Principe
128;0.9843227020843706;1.0974845368993527;1.6960856990606112;1;Arabie saoudite
129;-2.3672151886748742;-0.5815983451977337;0.44006350492011653;3;Sénégal
130;-2.599518554161144;-0.24364994410275398;-0.1259145786292017;3;Sierra Leone
131;1.7074730672933456;-0.1890488008973183;-0.42839243119455894;2;Slovénie
132;0.604071236663083;-0.0908789864909441;-0.7561030371296492;1;Slovaquie
133;0.13178928129052048;2.0339492324541526;0.602336394428725;1;Afrique du Sud
134;2.414222787186177;-0.11676969501981167;-0.24604023734127076;2;Espagne
135;-0.4765844785478165;2.2154257463489198;0.2634946018623179;4;Suriname
136;-2.887772974806246;-0.47966639573999986;0.05359425650667008;3;Tadjikistan
137;-1.5605507228534599;0.05766670161651446;-0.6877182222549941;0;Eswatini
138;2.2495650426687996;-0.9342339635466962;0.23098655491318718;2;Suède
139;2.4156524323731143;-1.0798328768556078;0.6980223322024012;2;Suisse
140;-0.35527319107759237;-1.190795007168807;-0.2546335174477423;0;Turkménistan
141;-2.830048060193077;-1.1189676713717187;0.3398488082515937;3;République-Unie de Tanzanie
142;-0.24997013038642052;0.3207000817847236;-0.8476965073446971;1;Thaïlande
143;-2.497754788216507;0.9105854700034623;0.6087785761259104;4;Togo
144;1.1350821434354141;2.2266270504671937;0.27501334168488273;1;Trinité-et-Tobago
145;-0.31106349491254526;-0.6049350713851303;1.823478667689883;0;Oman
146;0.4834233389850814;0.00943361376864067;-0.08705907281780596;1;Tunisie
147;1.3848613644043264;-0.7353528218066939;0.5178776786053103;1;Turquie
148;2.1523342674541577;0.01800027022713982;1.7159108903992073;1;Émirats arabes unis
149;-3.627711462906158;-0.9405219512610158;0.8392474289225302;3;Ouganda
150;2.1519281974028117;0.015008109610011007;0.38229409104403167;2;Royaume-Uni de Grande-Bretagne et d'Irlande du Nord
151;0.875532648930071;0.6353853293257432;-1.383877665458118;1;Ukraine
152;3.444435386101455;0.11792567445661636;0.9622043362781516;2;États-Unis d'Amérique
153;-2.0754500075563374;-1.2120113617599142;0.4243502905301124;3;Burkina Faso
154;0.9487512362676255;-0.7972784136409363;-0.9040538079052031;1;Uruguay
155;-0.31041719835550063;-1.438970150302851;-0.4902046308030772;0;Ouzbékistan
156;0.2345235633692082;-0.4310696439464473;-0.581304369555736;1;Viet Nam
157;-2.8859373199181344;-1.227402844570854;0.05278654137682336;3;Éthiopie
158;1.02561219221765;2.263607357738875;-0.26207365922199566;1;Samoa
159;-3.0300509756541985;-0.6429839406521713;0.39773858818005325;3;Zambie
160;2.532126289367286;-1.3770051411196085;0.03089348664942619;2;Belgique
161;3.310955159161279;-1.8936694708633797;2.7623437545865133;2;Luxembourg
162;0.5879530663753785;-0.28428892835160796;-1.4673108617037118;1;Serbie
163;2.2493934972224108;-0.8709914360549506;-1.0074352037462995;2;Monténégro
164;-1.8634332313928073;-1.2629382429570433;-0.04198918574841283;0;Soudan
0;-1.0157856774866518;-0.7029683124157943;-0.2690139409979269;5;Centroïde cluster 0
1;0.5923256899639976;0.8413211222717384;-0.12193663232205149;5;Centroïde cluster 1
2;2.440888531975727;-0.5613062590368062;-0.012222274670524405;5;Centroïde cluster 2
3;-2.7425163859020594;-0.7973328761201176;0.24126246973296442;5;Centroïde cluster 3
4;-1.5146954951289133;0.8959966697269104;0.3573086660705577;5;Centroïde cluster 4
